gsid,name,university
8f_w4HQAAAAJ,Alberto Cano Rojas,Virginia Commonwealth University
8fztli4AAAAJ,Kenneth Y. Goldberg,University of California - Berkeley
8GA4R2wAAAAJ,Douglas C. Schmidt,Vanderbilt University
8i0lYbAAAAAJ,Saugata Basu,Purdue University
8I9z_70AAAAJ,Anys Bacha,University of Michigan-Dearborn
8iQk0DIAAAAJ,Michael S. Kearns,University of Pennsylvania
8kA3eDwAAAAJ,Jim Rehg,Georgia Institute of Technology
8LEH940AAAAJ,Jed R. Brubaker,University of Colorado Boulder
8lkdGgsAAAAJ,Joseph Pasquale,University of California - San Diego
8lmWWD0AAAAJ,Derry Wijaya,Boston University
8Lp0W54AAAAJ,Ramin Zabih,Cornell University
8lzslzgAAAAJ,Xinyuan Wang,George Mason University
8MFFVgEAAAAJ,Diane J. Litman,University of Pittsburgh
8mHLyRoAAAAJ,Sasha Boldyreva,Georgia Institute of Technology
8mi-oYYAAAAJ,Kathleen Fisher,Tufts University
8mUzslcAAAAJ,Mohammed El-Kebir,Univ. of Illinois at Urbana-Champaign
8nk9k5oAAAAJ,Kenneth W. Regan,University at Buffalo
8odG5jkAAAAJ,Keith S. Decker,University of Delaware
8OTNELUAAAAJ,Hassan Takabi,University of North Texas
8OW3TMMAAAAJ,Jean Honorio,Purdue University
8OYE6iEAAAAJ,David M. Blei,Columbia University
8p7hVMgAAAAJ,Arvin Agah,University of Kansas
8QhYsz8AAAAJ,Omar Chowdhury,University of Iowa
8qU-5YMAAAAJ,Iulian Neamtiu,NJIT
8Qu_gAMAAAAJ,Sara B. Kiesler,Carnegie Mellon University
8R35rCwAAAAJ,Sergey Levine,University of California - Berkeley
8rEj1jIAAAAJ,Daniel D. Suthers,University of Hawaii at Manoa
8rjreLIAAAAJ,Daniele Micciancio,University of California - San Diego
8rmks2cAAAAJ,Gianfranco Ciardo,Iowa State University
8rttV7kAAAAJ,Fei Sha,University of Southern California
8SCyF8AAAAAJ,Nikola Banovic,University of Michigan
-8-sD-sAAAAJ,Christopher Amato,Northeastern University
8sFevmEAAAAJ,Mark J. Clement,Brigham Young University
8SmCkDQAAAAJ,Matthew T. Fluet,Rochester Institute of Technology
8sqAOOoAAAAJ,Seyed Reza Ahmadzadeh,University of Massachusetts Lowell
8sz_AGoAAAAJ,Ugo Buy,University of Illinois at Chicago
8TINuv4AAAAJ,Kassem Fawaz,University of Wisconsin - Madison
8TwcVQcAAAAJ,Evangelos Kalogerakis,University of Massachusetts Amherst
8TyIlFgAAAAJ,Tracy Camp,Colorado School of Mines
8uHMJjsAAAAJ,Carlos Scheidegger,University of Arizona
8uK6aCEAAAAJ,Kevin Fu,University of Michigan
8VkvOEEAAAAJ,Andrea C. Dusseau,University of Wisconsin - Madison
8VMnu5IAAAAJ,Vasiliki Kalavri,Boston University
_8wfjeAAAAAJ,Junchen Jiang,University of Chicago
8wQ3nCkAAAAJ,Marcus Schaefer,DePaul University
8x0RJd0AAAAJ,Arnav Jhala,North Carolina State University
8ZBnSl4AAAAJ,Gedare Bloom,Univ. of Colorado Colorado Springs
8zeXprkAAAAJ,Eli T. Brown,DePaul University
8ZpdXNcAAAAJ,Ian Parberry,University of North Texas
8ZpV-lkAAAAJ,Ariel D. Procaccia,Carnegie Mellon University
90TaOdoAAAAJ,Costas J. Spanos,University of California - Berkeley
910z20QAAAAJ,Daniela Rus,Massachusetts Institute of Technology
9177npMAAAAJ,Yuan-Fang Wang,University of California - Santa Barbara
929ovoAAAAAJ,Jim X. Chen,George Mason University
92mdADUAAAAJ,Milos Ercegovac,University of California - Los Angeles
92RPXm0AAAAJ,Tianming Liu,University of Georgia
95Z6-isAAAAJ,Han-Wei Shen,Ohio State University
96mJbhwAAAAJ,Radhika Mittal,Univ. of Illinois at Urbana-Champaign
98W28JoAAAAJ,William G. J. Halfond,University of Southern California
9B8PoXUAAAAJ,Deva Ramanan,Carnegie Mellon University
9cGEmcgAAAAJ,Nada Amin,Harvard University
9DCRnPkAAAAJ,Ziv Bar-Joseph,Carnegie Mellon University
9eDoldEAAAAJ,Michelle Strout,University of Arizona
9Ee76gwAAAAJ,Shan Lu,University of Chicago
9ENU67IAAAAJ,Michael Neff,University of California - Davis
9f4Pek0AAAAJ,Yan-Bin Jia,Iowa State University
9fBhPy0AAAAJ,Sheng Wei 0001,Rutgers University
9F-Jk74AAAAJ,Zhaohui S. Qin,Emory University
9FXvkVEAAAAJ,Susanne Wetzel,Stevens Institute of Technology
9gBvN78AAAAJ,Guoliang Xue,Arizona State University
9GbyT1oAAAAJ,Nikos Triandopoulos,Stevens Institute of Technology
9ghHK7sAAAAJ,Leilani Battle,University of Maryland - College Park
9h3JX7MAAAAJ,Xian-He Sun,Illinois Institute of Technology
9_H57VkAAAAJ,Pradeep Sen,University of California - Santa Barbara
9HNdszIAAAAJ,Scott D. Stoller,Stony Brook University
9hPnkXsAAAAJ,Vishal Misra,Columbia University
9-i5_74AAAAJ,Victor Y. Pan,CUNY
9j6RBYQAAAAJ,Swarat Chaudhuri,University of Texas at Austin
9jmmp5sAAAAJ,Jimeng Sun,Georgia Institute of Technology
9kT9SaIAAAAJ,Zeyun Yu,University of Wisconsin - Milwaukee
-9kTKhMAAAAJ,Joseph E. Beck,Worcester Polytechnic Institute
9Lmv4joAAAAJ,Emily Prud'hommeaux,Boston College
9m3beGEAAAAJ,Peter A. Dinda,Northwestern University
9mIBxkMAAAAJ,Wolfgang Gatterbauer,Northeastern University
9MSpWOUAAAAJ,Kai Li 0001,Princeton University
9NkngDMAAAAJ,Haiyi Zhu,University of Minnesota
9OdHL5wAAAAJ,Wang-Chien Lee,Pennsylvania State University
9OukeycAAAAJ,Zhong Shao,Yale University
9oz-dvgAAAAJ,Zhuowen Tu,University of California - San Diego
9PEURssAAAAJ,Eric A. Hansen,Mississippi State University
9PW-tPAAAAAJ,Ying Lu 0002,University of Nebraska
9Q9tiCsAAAAJ,Oliver Kennedy,University at Buffalo
9qA78uUAAAAJ,Stephen Fickas,University of Oregon
9qtgcZ8AAAAJ,Leandros Tassiulas,Yale University
9RgqL8gAAAAJ,Adwait Jog,College of William and Mary
9rHaWCYAAAAJ,Greg Welch,University of Central Florida
9RlvgLEAAAAJ,Steven M. Bellovin,Columbia University
9sMIvdgAAAAJ,Matthew Flatt,University of Utah
9TAiIIMAAAAJ,Tai Sing Lee,Carnegie Mellon University
9u7wNjUAAAAJ,Yinghui Wu,Case Western Reserve University
9UERvVEAAAAJ,George Konidaris,Brown University
9v2UD2QAAAAJ,Arun Venkataramani,University of Massachusetts Amherst
9VDFIQoAAAAJ,Lenwood S. Heath,Virginia Tech
9WDXyy4AAAAJ,Ashutosh Trivedi 0001,University of Colorado Boulder
9WfDSNwAAAAJ,Xing-Dong Yang,Dartmouth College
9xbbxGcAAAAJ,Christian R. Shelton,University of California - Riverside
9xDADY4AAAAJ,Kate Saenko,Boston University
9XFx3VMAAAAJ,Shambhu Upadhyaya,University at Buffalo
9xYR_5YAAAAJ,Brian Dorn,University of Nebraska - Omaha
9Yd716IAAAAJ,Chitta Baral,Arizona State University
9Yuk3WgAAAAJ,Stephen S. Intille,Northeastern University
9ZGqm5QAAAAJ,Anna R. Karlin,University of Washington
9ZM8OlMAAAAJ,David Van Horn,University of Maryland - College Park
9Zq_duwAAAAJ,Rajeev Balasubramonian,University of Utah
A0hv6xwAAAAJ,M. V. N. Ashwin Kumar,Duke University
a1ngrCIAAAAJ,Samuel R. Madden,Massachusetts Institute of Technology
A2fiOI0AAAAJ,Hava T. Siegelmann,University of Massachusetts Amherst
a3133-8AAAAJ,Mihai Surdeanu,University of Arizona
A3EXWRkAAAAJ,Elizabeth Varki,University of New Hampshire
A-4JUL4AAAAJ,John Zimmerman,Carnegie Mellon University
a_50FBsAAAAJ,Miryung Kim,University of California - Los Angeles
A5D1DF4AAAAJ,Don Sheehy,North Carolina State University
a5nY-pYAAAAJ,Alexandre M. Bayen,University of California - Berkeley
A66WefUAAAAJ,Yongfeng Zhang,Rutgers University
A6C3geAAAAAJ,Fang Song 0001,Texas A&M University
a6u7NTgAAAAJ,Fabian Monrose,University of North Carolina
a7akgIEAAAAJ,Yanzhi Wang,Northeastern University
A7fZNg0AAAAJ,Adrian Sandu,Virginia Tech
a7VNhCIAAAAJ,Dimitris N. Metaxas,Rutgers University
a8jIPIkAAAAJ,V. Vinod,Massachusetts Institute of Technology
a8ZyGisAAAAJ,Mathieu Desbrun,California Institute of Technology
a959F6AAAAAJ,Adam Finkelstein,Princeton University
a9BMHCoAAAAJ,Mengjun Xie,University of Arkansas - Little Rock
A9t6MNAAAAAJ,Christoph Csallner,University of Texas at Arlington
a9T7i5QAAAAJ,Brandon Lucia,Carnegie Mellon University
A9tBw58AAAAJ,Gene Cooperman,Northeastern University
A_A_LrsAAAAJ,Deming Chen,Univ. of Illinois at Urbana-Champaign
aAWeB4wAAAAJ,Ying-li Tian,CUNY
ab_0lGcAAAAJ,Timothy Bretl,Univ. of Illinois at Urbana-Champaign
ABnrRqQAAAAJ,Xintao Wu,University of Arkansas
ac1SojMAAAAJ,Max M. Shulaker,Massachusetts Institute of Technology
aC5315UAAAAJ,Hartmut Geyer,Carnegie Mellon University
acfjWDAAAAAJ,Geoff Kaufman,Carnegie Mellon University
AcTDG6IAAAAJ,John V. Carlis,University of Minnesota
ACtrMMgAAAAJ,Michael R. Jantz,University of Tennessee
aD5ev8QAAAAJ,Shaowen Bardzell,Indiana University
AdAd4QIAAAAJ,Jason D. Hartline,Northwestern University
a_dbdxAAAAAJ,Ben Recht,University of California - Berkeley
AdFeG5cAAAAJ,Liang Huang 0001,Oregon State University
Ad-hkLEAAAAJ,Thomas Rothvoß,University of Washington
_adL2C8AAAAJ,Edmund M. Clarke,Carnegie Mellon University
adnTgaAAAAAJ,Moritz Hardt,University of California - Berkeley
AEh2T1IAAAAJ,Narges Mahyar,University of Massachusetts Amherst
AEsPCAUAAAAJ,Deepak Pathak,Carnegie Mellon University
aFaGunAAAAAJ,Li-Ping Liu,Tufts University
aFDuhV8AAAAJ,Jeff M. Phillips,University of Utah
AFgYa68AAAAJ,Randal E. Bryant,Carnegie Mellon University
Ag81t_4AAAAJ,Nan Niu,University of Cincinnati
AgbgDvQAAAAJ,Mattia Fazzini,University of Minnesota
AH5j40kAAAAJ,Nate Foster,Cornell University
AhgjQ2QAAAAJ,Alberto L. Sangiovanni-Vincentelli,University of California - Berkeley
AHh8JssAAAAJ,Engin Kirda,Northeastern University
aHOOYsAAAAAJ,Sushil J. Louis,University of Nevada
AhRGIcwAAAAJ,Bir Bhanu,University of California - Riverside
aiFvpucAAAAJ,Hridesh Rajan,Iowa State University
aiPgs4oAAAAJ,Sampath Kannan,University of Pennsylvania
A_j_baAAAAAJ,Milos Prvulovic,Georgia Institute of Technology
a_JbJBwAAAAJ,Eugene W. Stark,Stony Brook University
aJdbHAoAAAAJ,Anuj Karpatne,Virginia Tech
AJJ0vS8AAAAJ,Christoph Borst,University of Louisiana - Lafayette
ajRhtAkAAAAJ,Peixiang Zhao,Florida State University
a-jXdzkAAAAJ,Huirong Fu,Oakland University
aKkIMogAAAAJ,Carlotta Domeniconi,George Mason University
AKQec5wAAAAJ,Adam Belay,Massachusetts Institute of Technology
Al8dyb4AAAAJ,Song-Chun Zhu,University of California - Los Angeles
Alc-aWoAAAAJ,Kirk Pruhs,University of Pittsburgh
AlsMV98AAAAJ,J. Eric Fosler,Ohio State University
AmaB9c4AAAAJ,Nancy M. Amato,Univ. of Illinois at Urbana-Champaign
AMGqrI0AAAAJ,Patrick McDaniel,Pennsylvania State University
AmJ8iWcAAAAJ,Stacy M. Branham,University of California - Irvine
AN3f7iAAAAAJ,Nael B. Abu-Ghazaleh,University of California - Riverside
AnCg3JwAAAAJ,Yoohwan Kim,University of Nevada Las Vegas
aNRlTa8AAAAJ,Bernd Hamann,University of California - Davis
ao8EeJ8AAAAJ,Loris D'Antoni,University of Wisconsin - Madison
ao_EFbUAAAAJ,Seth Pettie,University of Michigan
aOO2tOwAAAAJ,Karthik Dantu,University at Buffalo
AopgnHAAAAAJ,Abhishek Bhattacharjee,Yale University
aORND2cAAAAJ,Yung-Hsiang Lu,Purdue University
aOy7jnQAAAAJ,Justin P. Rohrer,Naval Postgraduate School
aoZCW38AAAAJ,Gloria Mark,University of California - Irvine
APFVA6sAAAAJ,Timothy J. Hickey,Brandeis University
APgaFK0AAAAJ,Louis-Philippe Morency,Carnegie Mellon University
aPJHArAAAAAJ,Philip Brisk,University of California - Riverside
AQ6AppgAAAAJ,Yang Richard Yang,Yale University
AQA5QtAAAAAJ,Panos K. Chrysanthis,University of Pittsburgh
aQCRuYQAAAAJ,Amy Greenwald,Brown University
AqGa3-MAAAAJ,Eduardo Blanco 0002,University of North Texas
a-qMWpwAAAAJ,John P. Hayes,University of Michigan
aRmAQRQAAAAJ,Zack J. Butler,Rochester Institute of Technology
aS-DrOwAAAAJ,Santi Ontañón Villar,Drexel University
ATOfqHEAAAAJ,Hanan Samet,University of Maryland - College Park
aucB85kAAAAJ,Aggelos K. Katsaggelos,Northwestern University
Av4MFGAAAAAJ,Omkant Pandey,Stony Brook University
AvanGFkAAAAJ,Zizhong Chen,University of California - Riverside
aVg7BRwAAAAJ,Stephen J. Guy,University of Minnesota
avhN-IMAAAAJ,Rasiah Loganantharaj,University of Louisiana - Lafayette
avq8-1QAAAAJ,Rob A. Rutenbar,University of Pittsburgh
Avus2kcAAAAJ,Goce Trajcevski,Northwestern University
aWPSHNwAAAAJ,Won Hwa Kim,University of Texas at Arlington
aWQabOQAAAAJ,George Porter,University of California - San Diego
Ay4FZFUAAAAJ,Sayeef Salahuddin,University of California - Berkeley
AY6InkoAAAAJ,Samet Oymak,University of California - Riverside
AYpm7KcAAAAJ,Paris Smaragdis,Univ. of Illinois at Urbana-Champaign
AyWhHyQAAAAJ,Marco Brocanelli,Wayne State University
AzHmOtcAAAAJ,Jonathan Aldrich,Carnegie Mellon University
aZMY6_UAAAAJ,Björn Hartmann,University of California - Berkeley
b053OdAAAAAJ,Amitabh Varshney,University of Maryland - College Park
B1_1mR8AAAAJ,Michael A. Bender,Stony Brook University
B13SvmAAAAAJ,Daniel P. Siewiorek,Carnegie Mellon University
B153thgAAAAJ,Gabor T. Herman,CUNY
B1v2AUYAAAAJ,Zizhan Zheng,Tulane University
b2f-PjYAAAAJ,Douglas E. Comer,Purdue University
b2upmIUAAAAJ,Gábor N. Sárközy,Worcester Polytechnic Institute
b32YyLIAAAAJ,Dilma M. Da Silva,Texas A&M University
b3tUsfEAAAAJ,Nazli Goharian,Georgetown University
B4fHhe0AAAAJ,Saad Biaz,Auburn University
B56JLs0AAAAJ,John Hatcliff,Kansas State University
_B6SayMAAAAJ,Hadi Hosseini,Rochester Institute of Technology
B7BCFdoAAAAJ,Bogdan Carbunar,Florida International University
b8cNEHwAAAAJ,Kurt Luther,Virginia Tech
B8O_SVkAAAAJ,Todd M. Austin,University of Michigan
b8pOXakAAAAJ,Rich Gazan,University of Hawaii at Manoa
b9WsJN4AAAAJ,Rahul Mangharam,University of Pennsylvania
bA1-qT0AAAAJ,Naphtali Rishe,Florida International University
bAa___kAAAAJ,Hector Garcia-Molina,Stanford University
bAhJeo0AAAAJ,Lisa Wu,Duke University
BaI7l8QAAAAJ,Somesh Jha,University of Wisconsin - Madison
bAipNH8AAAAJ,Judea Pearl,University of California - Los Angeles
BAZIWBUAAAAJ,Erin L. Brady,Indiana University
bbfF1OwAAAAJ,Jaroslaw Zola,University at Buffalo
bBHxY_MAAAAJ,Raul Castro Fernandez,University of Chicago
BbzYzsgAAAAJ,Eric A. Brewer,University of California - Berkeley
bCTAqq4AAAAJ,Teofilo F. Gonzalez,University of California - Santa Barbara
BCxFU0EAAAAJ,Tianbao Yang,University of Iowa
bcXjlqYAAAAJ,Bogdan Vasilescu,Carnegie Mellon University
BD8llAEAAAAJ,H. Sebastian Seung,Princeton University
bd9-UG8AAAAJ,Kim Binsted,University of Hawaii at Manoa
_bdmmpAAAAAJ,Shobha Vasudevan,Univ. of Illinois at Urbana-Champaign
bDrA1-8AAAAJ,Danai Koutra,University of Michigan
bdUpOTQAAAAJ,Zeev Dvir,Princeton University
beAeG20AAAAJ,Radu Stoleru,Texas A&M University
becbtxgAAAAJ,Eric Wustrow,University of Colorado Boulder
BEEuinQAAAAJ,Dean M. Tullsen,University of California - San Diego
BEGRf_EAAAAJ,Ben W. Reichardt,University of Southern California
BEHcR-IAAAAJ,Scott R. Klemmer,University of California - San Diego
BF39lMQAAAAJ,Nihar B. Shah,Carnegie Mellon University
BFE6IQwAAAAJ,Michael J. Freedman,Princeton University
bfK_0uwAAAAJ,Cliff C. Zou,University of Central Florida
BfrPSGIAAAAJ,Adriana Iamnitchi,University of South Florida
bfs3-ZoAAAAJ,Peter J. Denning,Naval Postgraduate School
BgGQiWkAAAAJ,Collin Lynch,North Carolina State University
BGh9WU4AAAAJ,Julian Shun,Massachusetts Institute of Technology
b-GJ3QIAAAAJ,Ronald Parr,Duke University
-BGmHzcAAAAJ,William Mansky,University of Illinois at Chicago
bGRVPl8AAAAJ,Rebecca Willett,University of Chicago
bH9h9x4AAAAJ,David B. Whalley,Florida State University
bhO5bMAAAAAJ,Michael J. Pazzani,University of California - Riverside
bh-uRFMAAAAJ,Trevor Darrell,University of California - Berkeley
bI2zeOUAAAAJ,Tracey Ho,California Institute of Technology
Bi8bhC0AAAAJ,Lukasz Ziarek,University at Buffalo
BICiUrQAAAAJ,Daniel B. Larremore,University of Colorado Boulder
Bj5YOnYAAAAJ,Daniel G. Aliaga,Purdue University
bj_imaYAAAAJ,Madhur Behl,University of Virginia
BjX6lbwAAAAJ,R. Benjamin Shapiro,University of Colorado Boulder
BKeOMSkAAAAJ,Rivka Levitan,CUNY
bkN-YUkAAAAJ,Charles C. Weems,University of Massachusetts Amherst
BkrB4awAAAAJ,Richard T. Snodgrass,University of Arizona
blFs68UAAAAJ,Indrajit Ray,Colorado State University
BM_qLgYAAAAJ,Cecilia R. Aragon,University of Washington
BmshmX8AAAAJ,Yan Gu 0001,University of California - Riverside
BMVESLIAAAAJ,Chandra Kambhamettu,University of Delaware
BMydCgcAAAAJ,Carolyn Penstein Rosé,Carnegie Mellon University
Bn0zSwQAAAAJ,Anish Arora,Ohio State University
bNOQrU0AAAAJ,Rajendra V. Boppana,University of Texas at San Antonio
BnxU9TEAAAAJ,Vipin Kumar,University of Minnesota
bOM9qN8AAAAJ,Mustafa Bilgic 0001,Illinois Institute of Technology
BoVnm1wAAAAJ,Fengguang Song,IUPUI
bpDPt1QAAAAJ,Eran Halperin,University of California - Los Angeles
bpO_ZLoAAAAJ,Michael Mior,Rochester Institute of Technology
Bq50aCUAAAAJ,Adrian Sampson,Cornell University
bqkhX54AAAAJ,Suresh Jagannathan,Purdue University
BqkyhDEAAAAJ,Daniel Genkin,University of Michigan
bqMA34cAAAAJ,Henry M. Tufo,University of Colorado Boulder
bqsD4aEAAAAJ,Dakshita Khurana,Univ. of Illinois at Urbana-Champaign
bQYoSuUAAAAJ,Wayne Goddard,Clemson University
bRjJOrMAAAAJ,Scott F. Smith 0001,Johns Hopkins University
B_rKfusAAAAJ,Ashish Goel,Stanford University
bRTsPsEAAAAJ,Qinghua Li,University of Arkansas
bshz1DEAAAAJ,Ahmed Eldawy,University of California - Riverside
bt2wk9EAAAAJ,Tony Givargis,University of California - Irvine
BT4XTP4AAAAJ,Jordan L. Boyd-Graber,University of Maryland - College Park
BT95LeMAAAAJ,Hao Zheng,University of South Florida
BtpxluIAAAAJ,Yanif Ahmad,Johns Hopkins University
bu1SCOuD_CMC,Bimal Viswanath,Virginia Tech
bUAYDkIAAAAJ,Nicholas Scott Mattei,Tulane University
BUJPA5QAAAAJ,Gokhan Memik,Northwestern University
BuNo3NMAAAAJ,Xiangmin Jiao,Stony Brook University
BupDK7kAAAAJ,Phillip M. Dickens,University of Maine
Bv6qOYsAAAAJ,Andrew E. Johnson,University of Illinois at Chicago
bVaZTY4AAAAJ,Zoran Duric,George Mason University
bvG6mWkAAAAJ,Steven J. Zeil,Old Dominion University
bVGlTd4AAAAJ,Kirill Levchenko,Univ. of Illinois at Urbana-Champaign
BVlfmXMAAAAJ,Jie Wu 0001,Temple University
bv_o8b0AAAAJ,Andrew H. Fagg,University of Oklahoma
BVXyodYAAAAJ,Ramani Duraiswami,University of Maryland - College Park
BwE_CWcAAAAJ,Yugyung Lee,University of Missouri - Kansas City
bWTPrLEAAAAJ,John N. Tsitsiklis,Massachusetts Institute of Technology
BxbKTYkAAAAJ,Dimitris Samaras,Stony Brook University
bxi6JXYAAAAJ,Dana Angluin,Yale University
bY5WiJIAAAAJ,Simone Campanoni,Northwestern University
byCWPiwAAAAJ,Marten van Dijk,University of Connecticut
bYI7VMwAAAAJ,Kamesh Madduri,Pennsylvania State University
BYLsgysAAAAJ,Vipul Goyal,Carnegie Mellon University
Bz-b2a0AAAAJ,Dawson R. Engler,Stanford University
BZGj6sAAAAAJ,Shuiwang Ji,Texas A&M University
BZi6Z08AAAAJ,Nilufer Onder,Michigan Technological University
BzOqNoQAAAAJ,Austin R. Benson,Cornell University
bZQk_NkAAAAJ,Martina A. Rau,University of Wisconsin - Madison
C0ddY2kAAAAJ,David Starobinski,Boston University
c0yPSEYAAAAJ,Tal Malkin,Columbia University
C19mgCgAAAAJ,Lirong Xia,Rensselaer Polytechnic Institute
C1skWKgAAAAJ,Remzi H. Arpaci,University of Wisconsin - Madison
C1VwgssAAAAJ,Bernard Marie Chazelle,Princeton University
c324JbkAAAAJ,Kristian J. Hammond,Northwestern University
C3NuO-AAAAAJ,Cynthia Matuszek,Univ. of Maryland - Baltimore County
C4kPEC0AAAAJ,Nitin H. Vaidya,Univ. of Illinois at Urbana-Champaign
c4M3MQoAAAAJ,Daniel M. Romero,University of Michigan
c56AFDoAAAAJ,Peter J. Varman,Rice University
c5HeXxsAAAAJ,Stergios I. Roumeliotis,University of Minnesota
C6DtGmMAAAAJ,Jon Doyle,North Carolina State University
C6Pd5zoAAAAJ,Sorin Lerner,University of California - San Diego
C6pnolkAAAAJ,Nika Haghtalab,Cornell University
c6RD1lIAAAAJ,Michael Mascagni,Florida State University
C6yankcAAAAJ,Lin Tan 0001,Purdue University
C7htwEIAAAAJ,Yinqian Zhang,Ohio State University
c9XXy4MAAAAJ,Hamed Pirsiavash,Univ. of Maryland - Baltimore County
cA28Zs0AAAAJ,Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign
ca7sXDUAAAAJ,Samuel T. King,University of California - Davis
CaO1wNAAAAAJ,Paris Koutris,University of Wisconsin - Madison
CappitoAAAAJ,James Clause,University of Delaware
casX4XgAAAAJ,Jaspal Subhlok,University of Houston
CAWhuTkAAAAJ,Craig Schroeder,University of California - Riverside
cbQB0MMAAAAJ,Shuang Zhao,University of California - Irvine
cbTB5-EAAAAJ,Deepak Ganesan,University of Massachusetts Amherst
CBUpEcQAAAAJ,S. Matthew Weinberg,Princeton University
cBzNurgAAAAJ,Albert M. K. Cheng,University of Houston
cBzNurgAAAAJ,Albert Mo Kim Cheng,University of Houston
cc4Qi_IAAAAJ,Sachin Rajsekhar Katti,Stanford University
CcbnBvgAAAAJ,Jiebo Luo,University of Rochester
CCGI7x4AAAAJ,Rich Vuduc,Georgia Institute of Technology
C_cWJIkAAAAJ,Christopher W. Clifton,Purdue University
C__DNg8AAAAJ,Qishi Wu,NJIT
CDpfbBsAAAAJ,Jonathan Lazar,Towson University
cEEdp_8AAAAJ,Tongping Liu,University of Texas at San Antonio
CeieiIgAAAAJ,Tajana S. Rosing,University of California - San Diego
cF6i_goAAAAJ,Saman P. Amarasinghe,Massachusetts Institute of Technology
cFgudIYAAAAJ,Dajiang Zhu,University of Texas at Arlington
_cFhtU4AAAAJ,Michelle Ichinco,University of Massachusetts Lowell
CG56DzcAAAAJ,Linwei Wang,Rochester Institute of Technology
cgaU4UkAAAAJ,Junaed Sattar,University of Minnesota
CGb88B0AAAAJ,Danielle Albers,University of Colorado Boulder
CgItEbQAAAAJ,Gregory Valiant,Stanford University
CgSBtPYAAAAJ,Jeffrey Mark Siskind,Purdue University
Cgx9W6UAAAAJ,Jonathan Turner,Washington University in St. Louis
CHIZtZAAAAAJ,Igor L. Markov,University of Michigan
Cib13aMAAAAJ,Yiyu Shi,University of Notre Dame
CiBRJ_EAAAAJ,Owen Arden,University of California - Santa Cruz
CidT-JAAAAAJ,David Leake,Indiana University
CigslP0AAAAJ,Joshua A. Grochow,University of Colorado Boulder
CiPyIk4AAAAJ,Qi Han,Colorado School of Mines
cjkgjggAAAAJ,David D. Jensen,University of Massachusetts Amherst
CjRSS8MAAAAJ,Monica N. Nicolescu,University of Nevada
cjVwVpsAAAAJ,Adrian Dumitrescu,University of Wisconsin - Milwaukee
cJXIgasAAAAJ,Abolfazl Asudeh,University of Illinois at Chicago
